# 'counter', 'incidence', 'emission', 'azimuth', 'phase', 'reflectance_factor', 'standard_deviation', 'error_estimate', 'quality_flag', 'absolute_time', 'relative_time', 'bandpass_central', 'bandpass_FWHM', 'sample_temperature', 'air_temperature', 'air_humidity'
000164, 0.00, 60.00, 135.00, 60.00, 0.96560, 0.0597581066, 1.94936, 5, 1584090882.0, 1653.0, 450.00, 70.00, 19.40, 20.20, 25.00
000165, 0.00, 55.00, 135.00, 55.00, 0.99095, 0.0375945689, 1.94936, 5, 1584090892.0, 1663.0, 450.00, 70.00, 19.40, 20.20, 24.00
000166, 0.00, 50.00, 135.00, 50.00, 1.00827, 0.0462655820, 1.94936, 5, 1584090901.0, 1672.0, 450.00, 70.00, 19.40, 20.20, 24.00
000167, 0.00, 45.00, 135.00, 45.00, 1.02431, 0.0212672512, 1.94936, 5, 1584090911.0, 1682.0, 450.00, 70.00, 19.40, 20.20, 24.00
000168, 0.00, 40.00, 135.00, 40.00, 1.03926, 0.0330873390, 1.94936, 5, 1584090920.0, 1691.0, 450.00, 70.00, 19.40, 20.20, 24.00
000169, 0.00, 35.00, 135.00, 35.00, 1.05080, 0.0244380970, 1.94936, 5, 1584090930.0, 1701.0, 450.00, 70.00, 19.40, 20.20, 24.00
000170, 0.00, 30.00, 135.00, 30.00, 1.06223, 0.0257061765, 1.94936, 5, 1584090939.0, 1710.0, 450.00, 70.00, 19.40, 20.20, 24.00
000171, 0.00, 25.00, 135.00, 25.00, 1.07266, 0.0241286974, 1.94936, 5, 1584090949.0, 1720.0, 450.00, 70.00, 19.40, 20.20, 24.00
000172, 0.00, 20.00, 135.00, 20.00, 1.08217, 0.0337062232, 1.94936, 5, 1584090958.0, 1729.0, 450.00, 70.00, 19.40, 20.20, 24.00
000173, 0.00, 15.00, 135.00, 15.00, 1.09095, 0.0279425673, 1.94936, 5, 1584090968.0, 1739.0, 450.00, 70.00, 19.40, 20.20, 25.00
000174, 0.00, 10.00, 135.00, 10.00, 1.10139, 0.0277231387, 1.94936, 5, 1584090977.0, 1748.0, 450.00, 70.00, 19.40, 20.20, 25.00
000175, 0.00, 5.00, 135.00, 5.00, 1.11047, 0.0239870077, 1.94936, 5, 1584090987.0, 1758.0, 450.00, 70.00, 19.40, 20.20, 24.00
000176, 0.00, 5.00, 120.00, 5.00, 1.11062, 0.0153199066, 1.94936, 5, 1584091017.0, 1788.0, 450.00, 70.00, 19.40, 20.20, 24.00
000177, 0.00, 10.00, 120.00, 10.00, 1.10188, 0.0295374969, 1.94936, 5, 1584091026.0, 1797.0, 450.00, 70.00, 19.40, 20.20, 24.00
000178, 0.00, 15.00, 120.00, 15.00, 1.09243, 0.0268100457, 1.94936, 5, 1584091036.0, 1807.0, 450.00, 70.00, 19.40, 20.20, 24.00
000179, 0.00, 20.00, 120.00, 20.00, 1.08206, 0.0217404423, 1.94936, 5, 1584091045.0, 1816.0, 450.00, 70.00, 19.40, 20.20, 24.00
000180, 0.00, 25.00, 120.00, 25.00, 1.07093, 0.0188505588, 1.94936, 5, 1584091055.0, 1826.0, 450.00, 70.00, 19.40, 20.20, 24.00
000181, 0.00, 30.00, 120.00, 30.00, 1.05999, 0.0214038906, 1.94936, 5, 1584091064.0, 1835.0, 450.00, 70.00, 19.40, 20.20, 24.00
000182, 0.00, 35.00, 120.00, 35.00, 1.04943, 0.0404771467, 1.94936, 5, 1584091074.0, 1845.0, 450.00, 70.00, 19.40, 20.20, 24.00
000183, 0.00, 40.00, 120.00, 40.00, 1.03672, 0.0338962262, 1.94936, 5, 1584091083.0, 1854.0, 450.00, 70.00, 19.40, 20.20, 24.00
000184, 0.00, 45.00, 120.00, 45.00, 1.02247, 0.0328574201, 1.94936, 5, 1584091093.0, 1864.0, 450.00, 70.00, 19.40, 20.20, 24.00
000185, 0.00, 50.00, 120.00, 50.00, 1.00733, 0.0586387330, 1.94936, 5, 1584091102.0, 1873.0, 450.00, 70.00, 19.40, 20.20, 24.00
000186, 0.00, 55.00, 120.00, 55.00, 0.99041, 0.0314581724, 1.94936, 5, 1584091112.0, 1883.0, 450.00, 70.00, 19.40, 20.20, 24.00
000187, 0.00, 60.00, 120.00, 60.00, 0.96567, 0.0395278406, 1.94936, 5, 1584091121.0, 1892.0, 450.00, 70.00, 19.40, 20.20, 24.00
000188, 0.00, 65.00, 120.00, 65.00, 0.93786, 0.0279957682, 1.94936, 5, 1584091131.0, 1902.0, 450.00, 70.00, 19.40, 20.20, 24.00
000189, 0.00, 70.00, 120.00, 70.00, 0.90463, 0.0850581994, 1.94936, 5, 1584091140.0, 1911.0, 450.00, 70.00, 19.40, 20.20, 24.00
000190, 0.00, 75.00, 120.00, 75.00, 0.85448, 0.0786680228, 1.94936, 5, 1584091150.0, 1921.0, 450.00, 70.00, 19.40, 20.20, 24.00
000191, 0.00, 80.00, 120.00, 80.00, 0.77532, 0.0905983312, 1.94936, 5, 1584091159.0, 1930.0, 450.00, 70.00, 19.40, 20.20, 24.00
000192, 0.00, 80.00, 105.00, 80.00, 0.77343, 0.2114838722, 1.94936, 5, 1584091171.0, 1942.0, 450.00, 70.00, 19.40, 20.20, 24.00
000193, 0.00, 75.00, 105.00, 75.00, 0.84796, 0.1334693963, 1.94936, 5, 1584091180.0, 1951.0, 450.00, 70.00, 19.40, 20.20, 24.00
000194, 0.00, 70.00, 105.00, 70.00, 0.90155, 0.0986206456, 1.94936, 5, 1584091190.0, 1961.0, 450.00, 70.00, 19.40, 20.20, 24.00
000195, 0.00, 65.00, 105.00, 65.00, 0.93462, 0.0780494744, 1.94936, 5, 1584091199.0, 1970.0, 450.00, 70.00, 19.40, 20.20, 24.00
000196, 0.00, 60.00, 105.00, 60.00, 0.96404, 0.0467547313, 1.94936, 5, 1584091209.0, 1980.0, 450.00, 70.00, 19.40, 20.20, 24.00
000197, 0.00, 55.00, 105.00, 55.00, 0.98854, 0.0620148392, 1.94936, 5, 1584091218.0, 1989.0, 450.00, 70.00, 19.40, 20.20, 24.00
000198, 0.00, 50.00, 105.00, 50.00, 1.00610, 0.0237543079, 1.94936, 5, 1584091228.0, 1999.0, 450.00, 70.00, 19.40, 20.20, 24.00
000199, 0.00, 45.00, 105.00, 45.00, 1.02215, 0.0364116266, 1.94936, 5, 1584091237.0, 2008.0, 450.00, 70.00, 19.40, 20.20, 24.00
000200, 0.00, 40.00, 105.00, 40.00, 1.03687, 0.0223176386, 1.94936, 5, 1584091247.0, 2018.0, 450.00, 70.00, 19.40, 20.20, 24.00
000201, 0.00, 35.00, 105.00, 35.00, 1.04904, 0.0357538680, 1.94936, 5, 1584091256.0, 2027.0, 450.00, 70.00, 19.40, 20.20, 24.00
000202, 0.00, 30.00, 105.00, 30.00, 1.06015, 0.0346484400, 1.94936, 5, 1584091266.0, 2037.0, 450.00, 70.00, 19.40, 20.20, 24.00
000203, 0.00, 25.00, 105.00, 25.00, 1.07088, 0.0191381690, 1.94936, 5, 1584091275.0, 2046.0, 450.00, 70.00, 19.40, 20.20, 24.00
000204, 0.00, 20.00, 105.00, 20.00, 1.08061, 0.0493884653, 1.94936, 5, 1584091285.0, 2056.0, 450.00, 70.00, 19.40, 20.20, 24.00
000205, 0.00, 15.00, 105.00, 15.00, 1.09060, 0.0362344913, 1.94936, 5, 1584091294.0, 2065.0, 450.00, 70.00, 19.40, 20.20, 24.00
000206, 0.00, 10.00, 105.00, 10.00, 1.10164, 0.0280880706, 1.94936, 5, 1584091304.0, 2075.0, 450.00, 70.00, 19.40, 20.20, 24.00
000207, 0.00, 5.00, 105.00, 5.00, 1.11146, 0.0390286884, 1.94936, 5, 1584091313.0, 2084.0, 450.00, 70.00, 19.40, 20.20, 24.00
000208, 15.00, 80.00, 90.00, 80.34, 0.78754, 0.2001266497, 1.94936, 5, 1584091383.0, 2154.0, 450.00, 70.00, 19.40, 20.20, 24.00
000209, 15.00, 75.00, 90.00, 75.52, 0.86033, 0.0321670932, 1.94936, 5, 1584091393.0, 2164.0, 450.00, 70.00, 19.40, 20.20, 24.00
000210, 15.00, 70.00, 90.00, 70.71, 0.90427, 0.1136919214, 1.94936, 5, 1584091402.0, 2173.0, 450.00, 70.00, 19.40, 20.20, 24.00
000211, 15.00, 65.00, 90.00, 65.91, 0.94114, 0.0764019462, 1.94936, 5, 1584091412.0, 2183.0, 450.00, 70.00, 19.40, 20.20, 24.00
000212, 15.00, 60.00, 90.00, 61.12, 0.96850, 0.0244165362, 1.94936, 5, 1584091421.0, 2192.0, 450.00, 70.00, 19.40, 20.20, 24.00
000213, 15.00, 55.00, 90.00, 56.36, 0.98756, 0.0349169642, 1.94936, 5, 1584091431.0, 2202.0, 450.00, 70.00, 19.40, 20.20, 24.00
000214, 15.00, 50.00, 90.00, 51.62, 1.00527, 0.0315473596, 1.94936, 5, 1584091440.0, 2211.0, 450.00, 70.00, 19.40, 20.20, 24.00
000215, 15.00, 45.00, 90.00, 46.92, 1.02182, 0.0419408623, 1.94936, 5, 1584091450.0, 2221.0, 450.00, 70.00, 19.40, 20.20, 24.00
000216, 15.00, 40.00, 90.00, 42.27, 1.03325, 0.0232918588, 1.94936, 5, 1584091459.0, 2230.0, 450.00, 70.00, 19.40, 20.20, 24.00
000217, 15.00, 35.00, 90.00, 37.70, 1.04470, 0.0282597064, 1.94936, 5, 1584091469.0, 2240.0, 450.00, 70.00, 19.40, 20.20, 24.00
000218, 15.00, 30.00, 90.00, 33.23, 1.05593, 0.0327660845, 1.94936, 5, 1584091478.0, 2249.0, 450.00, 70.00, 19.40, 20.20, 24.00
000219, 15.00, 25.00, 90.00, 28.90, 1.06534, 0.0187672246, 1.94936, 5, 1584091488.0, 2259.0, 450.00, 70.00, 19.40, 20.20, 24.00
000220, 15.00, 20.00, 90.00, 24.81, 1.07365, 0.0283088674, 1.94936, 5, 1584091497.0, 2268.0, 450.00, 70.00, 19.40, 20.20, 24.00
000221, 15.00, 15.00, 90.00, 21.09, 1.08100, 0.0243494256, 1.94936, 5, 1584091507.0, 2278.0, 450.00, 70.00, 19.40, 20.20, 24.00
000222, 15.00, 10.00, 90.00, 17.96, 1.08661, 0.0193994014, 1.94936, 5, 1584091516.0, 2287.0, 450.00, 70.00, 19.40, 20.20, 24.00
000223, 15.00, 5.00, 90.00, 15.79, 1.08978, 0.0352989844, 1.94936, 5, 1584091526.0, 2297.0, 450.00, 70.00, 19.40, 20.20, 24.00
000224, 15.00, 0.00, 90.00, 15.00, 1.09128, 0.0229489144, 1.94936, 5, 1584091535.0, 2306.0, 450.00, 70.00, 19.40, 20.20, 24.00
000225, 15.00, 0.00, 75.00, 15.00, 1.09053, 0.0197314447, 1.94936, 5, 1584091547.0, 2318.0, 450.00, 70.00, 19.40, 20.20, 24.00
000226, 15.00, 5.00, 75.00, 14.51, 1.09037, 0.0432527478, 1.94936, 5, 1584091556.0, 2327.0, 450.00, 70.00, 19.40, 20.20, 24.00
000227, 15.00, 10.00, 75.00, 15.66, 1.08676, 0.0127421496, 1.94936, 5, 1584091566.0, 2337.0, 450.00, 70.00, 19.40, 20.20, 24.00
000228, 15.00, 15.00, 75.00, 18.13, 1.08093, 0.0261225670, 1.94936, 5, 1584091575.0, 2346.0, 450.00, 70.00, 19.40, 20.20, 24.00
000229, 15.00, 20.00, 75.00, 21.47, 1.07369, 0.0266810833, 1.94936, 5, 1584091585.0, 2356.0, 450.00, 70.00, 19.40, 20.20, 24.00
000230, 15.00, 25.00, 75.00, 25.35, 1.06505, 0.0333712207, 1.94936, 5, 1584091594.0, 2365.0, 450.00, 70.00, 19.40, 20.10, 24.00
000231, 15.00, 30.00, 75.00, 29.54, 1.05543, 0.0227117436, 1.94936, 5, 1584091604.0, 2375.0, 450.00, 70.00, 19.40, 20.20, 24.00
000232, 15.00, 35.00, 75.00, 33.94, 1.04351, 0.0485714501, 1.94936, 5, 1584091613.0, 2384.0, 450.00, 70.00, 19.40, 20.10, 24.00
000233, 15.00, 40.00, 75.00, 38.46, 1.03210, 0.0339272518, 1.94936, 5, 1584091623.0, 2394.0, 450.00, 70.00, 19.40, 20.10, 24.00
000234, 15.00, 45.00, 75.00, 43.08, 1.01980, 0.0245321279, 1.94936, 5, 1584091632.0, 2403.0, 450.00, 70.00, 19.40, 20.20, 24.00
000235, 15.00, 50.00, 75.00, 47.76, 1.00221, 0.0399338877, 1.94936, 5, 1584091642.0, 2413.0, 450.00, 70.00, 19.40, 20.20, 24.00
000236, 15.00, 55.00, 75.00, 52.49, 0.98488, 0.0405442112, 1.94936, 5, 1584091651.0, 2422.0, 450.00, 70.00, 19.40, 20.20, 24.00
000237, 15.00, 60.00, 75.00, 57.25, 0.96516, 0.0559793020, 1.94936, 5, 1584091661.0, 2432.0, 450.00, 70.00, 19.40, 20.20, 24.00
000238, 15.00, 65.00, 75.00, 62.04, 0.93683, 0.0637050479, 1.94936, 5, 1584091670.0, 2441.0, 450.00, 70.00, 19.40, 20.20, 24.00
000239, 15.00, 70.00, 75.00, 66.84, 0.90061, 0.0941688814, 1.94936, 5, 1584091680.0, 2451.0, 450.00, 70.00, 19.40, 20.20, 24.00
000240, 15.00, 75.00, 75.00, 71.66, 0.85321, 0.1004981475, 1.94936, 5, 1584091689.0, 2460.0, 450.00, 70.00, 19.40, 20.20, 24.00
000241, 15.00, 80.00, 75.00, 76.48, 0.77946, 0.2123346654, 1.94936, 5, 1584091699.0, 2470.0, 450.00, 70.00, 19.40, 20.20, 24.00
000242, 15.00, 80.00, 60.00, 72.83, 0.77050, 0.1701346314, 1.94936, 5, 1584091710.0, 2481.0, 450.00, 70.00, 19.40, 20.20, 24.00
000243, 15.00, 75.00, 60.00, 67.98, 0.84677, 0.1351478453, 1.94936, 5, 1584091719.0, 2490.0, 450.00, 70.00, 19.40, 20.20, 24.00
000244, 15.00, 70.00, 60.00, 63.13, 0.89357, 0.0967021858, 1.94936, 5, 1584091729.0, 2500.0, 450.00, 70.00, 19.40, 20.20, 24.00
000245, 15.00, 65.00, 60.00, 58.30, 0.93103, 0.0761519413, 1.94936, 5, 1584091738.0, 2509.0, 450.00, 70.00, 19.40, 20.20, 24.00
000246, 15.00, 60.00, 60.00, 53.48, 0.96081, 0.0346467760, 1.94936, 5, 1584091748.0, 2519.0, 450.00, 70.00, 19.40, 20.20, 24.00
000247, 15.00, 55.00, 60.00, 48.70, 0.98157, 0.0528007025, 1.94936, 5, 1584091757.0, 2528.0, 450.00, 70.00, 19.40, 20.20, 24.00
000248, 15.00, 50.00, 60.00, 43.94, 1.00068, 0.0403423349, 1.94936, 5, 1584091767.0, 2538.0, 450.00, 70.00, 19.40, 20.20, 24.00
000249, 15.00, 45.00, 60.00, 39.24, 1.01714, 0.0272731841, 1.94936, 5, 1584091776.0, 2547.0, 450.00, 70.00, 19.40, 20.20, 24.00
000250, 15.00, 40.00, 60.00, 34.60, 1.03063, 0.0200822776, 1.94936, 5, 1584091786.0, 2557.0, 450.00, 70.00, 19.40, 20.20, 24.00
000251, 15.00, 35.00, 60.00, 30.06, 1.04239, 0.0497150039, 1.94936, 5, 1584091795.0, 2566.0, 450.00, 70.00, 19.40, 20.20, 24.00
000252, 15.00, 30.00, 60.00, 25.68, 1.05539, 0.0365264058, 1.94936, 5, 1584091805.0, 2576.0, 450.00, 70.00, 19.40, 20.20, 24.00
000253, 15.00, 25.00, 60.00, 21.55, 1.06531, 0.0327595260, 1.94936, 5, 1584091815.0, 2586.0, 450.00, 70.00, 19.40, 20.20, 24.00
000254, 15.00, 20.00, 60.00, 17.84, 1.07407, 0.0317569445, 1.94936, 5, 1584091824.0, 2595.0, 450.00, 70.00, 19.40, 20.20, 24.00
000255, 15.00, 15.00, 60.00, 14.87, 1.08183, 0.0428192389, 1.94936, 5, 1584091834.0, 2605.0, 450.00, 70.00, 19.40, 20.20, 24.00
000256, 15.00, 10.00, 60.00, 13.16, 1.08768, 0.0184645876, 1.94936, 5, 1584091843.0, 2614.0, 450.00, 70.00, 19.40, 20.20, 24.00
000257, 15.00, 5.00, 60.00, 13.21, 1.09176, 0.0220644334, 1.94936, 5, 1584091853.0, 2624.0, 450.00, 70.00, 19.40, 20.20, 24.00
000258, 15.00, 0.00, 60.00, 15.00, 1.09229, 0.0224537401, 1.94936, 5, 1584091862.0, 2633.0, 450.00, 70.00, 19.40, 20.20, 24.00
000259, 15.00, 0.00, 45.00, 15.00, 1.09223, 0.0359336052, 1.94936, 5, 1584091873.0, 2644.0, 450.00, 70.00, 19.40, 20.20, 24.00
000260, 15.00, 5.00, 45.00, 11.99, 1.09261, 0.0332465817, 1.94936, 5, 1584091883.0, 2654.0, 450.00, 70.00, 19.40, 20.20, 24.00
000261, 15.00, 10.00, 45.00, 10.57, 1.08946, 0.0228594967, 1.94936, 5, 1584091892.0, 2663.0, 450.00, 70.00, 19.40, 20.20, 24.00
000262, 15.00, 15.00, 45.00, 11.37, 1.08386, 0.0218769285, 1.94936, 5, 1584091902.0, 2673.0, 450.00, 70.00, 19.40, 20.20, 24.00
000263, 15.00, 20.00, 45.00, 14.01, 1.07525, 0.0213844577, 1.94936, 5, 1584091911.0, 2682.0, 450.00, 70.00, 19.40, 20.20, 24.00
000264, 15.00, 25.00, 45.00, 17.68, 1.06642, 0.0317891507, 1.94936, 5, 1584091921.0, 2692.0, 450.00, 70.00, 19.40, 20.20, 24.00
000265, 15.00, 30.00, 45.00, 21.87, 1.05547, 0.0457752739, 1.94936, 5, 1584091930.0, 2701.0, 450.00, 70.00, 19.40, 20.20, 24.00
000266, 15.00, 35.00, 45.00, 26.34, 1.04252, 0.0336799457, 1.94936, 5, 1584091940.0, 2711.0, 450.00, 70.00, 19.40, 20.20, 24.00
000267, 15.00, 40.00, 45.00, 30.95, 1.02985, 0.0489980653, 1.94936, 5, 1584091949.0, 2720.0, 450.00, 70.00, 19.40, 20.20, 24.00
000268, 15.00, 45.00, 45.00, 35.67, 1.01631, 0.0305580238, 1.94936, 5, 1584091958.0, 2729.0, 450.00, 70.00, 19.40, 20.20, 24.00
000269, 15.00, 50.00, 45.00, 40.44, 0.99821, 0.0559546367, 1.94936, 5, 1584091968.0, 2739.0, 450.00, 70.00, 19.40, 20.20, 24.00
000270, 15.00, 55.00, 45.00, 45.26, 0.97948, 0.0676132646, 1.94936, 5, 1584091977.0, 2748.0, 450.00, 70.00, 19.40, 20.20, 24.00
000271, 15.00, 60.00, 45.00, 50.10, 0.95855, 0.0330815177, 1.94936, 5, 1584091987.0, 2758.0, 450.00, 70.00, 19.40, 20.20, 24.00
000272, 15.00, 65.00, 45.00, 54.96, 0.92820, 0.0594474605, 1.94936, 5, 1584091996.0, 2767.0, 450.00, 70.00, 19.40, 20.20, 24.00
000273, 15.00, 70.00, 45.00, 59.84, 0.89010, 0.1227626952, 1.94936, 5, 1584092006.0, 2777.0, 450.00, 70.00, 19.40, 20.20, 24.00
000274, 15.00, 75.00, 45.00, 64.74, 0.84231, 0.0929289197, 1.94936, 5, 1584092015.0, 2786.0, 450.00, 70.00, 19.40, 20.20, 24.00
000275, 15.00, 80.00, 45.00, 69.64, 0.76185, 0.1838041831, 1.94936, 5, 1584092025.0, 2796.0, 450.00, 70.00, 19.40, 20.20, 24.00
000276, 15.00, 80.00, 30.00, 67.14, 0.75433, 0.1584815338, 1.94936, 5, 1584092036.0, 2807.0, 450.00, 70.00, 19.40, 20.20, 24.00
000277, 15.00, 75.00, 30.00, 62.19, 0.83510, 0.1342025136, 1.94936, 5, 1584092046.0, 2817.0, 450.00, 70.00, 19.40, 20.20, 24.00
000278, 15.00, 70.00, 30.00, 57.25, 0.88620, 0.0797883960, 1.94936, 5, 1584092055.0, 2826.0, 450.00, 70.00, 19.40, 20.20, 24.00
000279, 15.00, 65.00, 30.00, 52.31, 0.92525, 0.0710023180, 1.94936, 5, 1584092065.0, 2836.0, 450.00, 70.00, 19.40, 20.20, 24.00
000280, 15.00, 60.00, 30.00, 47.38, 0.95557, 0.0510585370, 1.94936, 5, 1584092074.0, 2845.0, 450.00, 70.00, 19.40, 20.20, 24.00
000281, 15.00, 55.00, 30.00, 42.47, 0.97698, 0.0431568351, 1.94936, 5, 1584092084.0, 2855.0, 450.00, 70.00, 19.40, 20.20, 24.00
000282, 15.00, 50.00, 30.00, 37.57, 0.99721, 0.0393487527, 1.94936, 5, 1584092093.0, 2864.0, 450.00, 70.00, 19.40, 20.20, 24.00
000283, 15.00, 45.00, 30.00, 32.70, 1.01535, 0.0231829925, 1.94936, 5, 1584092103.0, 2874.0, 450.00, 70.00, 19.40, 20.20, 24.00
000284, 15.00, 40.00, 30.00, 27.87, 1.02948, 0.0327471779, 1.94936, 5, 1584092112.0, 2883.0, 450.00, 70.00, 19.40, 20.20, 24.00
000285, 15.00, 35.00, 30.00, 23.10, 1.04309, 0.0252874687, 1.94936, 5, 1584092122.0, 2893.0, 450.00, 70.00, 19.40, 20.20, 24.00
000286, 15.00, 30.00, 30.00, 18.45, 1.05697, 0.0347526163, 1.94936, 5, 1584092132.0, 2903.0, 450.00, 70.00, 19.40, 20.20, 24.00
000287, 15.00, 25.00, 30.00, 14.03, 1.06834, 0.0399912973, 1.94936, 5, 1584092141.0, 2912.0, 450.00, 70.00, 19.40, 20.20, 24.00
000288, 15.00, 20.00, 30.00, 10.15, 1.07785, 0.0176439756, 1.94936, 5, 1584092151.0, 2922.0, 450.00, 70.00, 19.40, 20.20, 24.00
000289, 15.00, 15.00, 30.00, 7.68, 1.08718, 0.0243306804, 1.94936, 5, 1584092160.0, 2931.0, 450.00, 70.00, 19.40, 20.20, 24.00
000290, 15.00, 10.00, 30.00, 8.04, 1.09165, 0.0255660825, 1.94936, 5, 1584092170.0, 2941.0, 450.00, 70.00, 19.40, 20.20, 24.00
000291, 15.00, 5.00, 30.00, 10.95, 1.09353, 0.0198343467, 1.94936, 5, 1584092179.0, 2950.0, 450.00, 70.00, 19.40, 20.20, 24.00
000292, 15.00, 0.00, 30.00, 15.00, 1.09246, 0.0237301442, 1.94936, 5, 1584092189.0, 2960.0, 450.00, 70.00, 19.40, 20.20, 24.00
000293, 15.00, 0.00, 15.00, 15.00, 1.09302, 0.0179761810, 1.94936, 5, 1584092200.0, 2971.0, 450.00, 70.00, 19.40, 20.20, 24.00
000294, 15.00, 5.00, 15.00, 10.25, 1.09419, 0.0385401929, 1.94936, 5, 1584092209.0, 2980.0, 450.00, 70.00, 19.40, 20.20, 24.00
000295, 15.00, 10.00, 15.00, 5.92, 1.09521, 0.0354680055, 1.94936, 5, 1584092219.0, 2990.0, 450.00, 70.00, 19.40, 20.20, 24.00
000296, 15.00, 15.00, 15.00, 3.87, 0.79383, 0.0248901451, 1.94936, 5, 1584092228.0, 2999.0, 450.00, 70.00, 19.40, 20.20, 24.00
000297, 15.00, 20.00, 15.00, 6.70, 1.08248, 0.0443810952, 1.94936, 5, 1584092238.0, 3009.0, 450.00, 70.00, 19.40, 20.20, 24.00
000298, 15.00, 25.00, 15.00, 11.16, 1.07066, 0.0158315608, 1.94936, 5, 1584092247.0, 3018.0, 450.00, 70.00, 19.40, 20.20, 24.00
000299, 15.00, 30.00, 15.00, 15.95, 1.05876, 0.0222667789, 1.94936, 5, 1584092256.0, 3027.0, 450.00, 70.00, 19.40, 20.20, 24.00
000300, 15.00, 35.00, 15.00, 20.83, 1.04424, 0.0161610174, 1.94936, 5, 1584092266.0, 3037.0, 450.00, 70.00, 19.40, 20.20, 24.00
000301, 15.00, 40.00, 15.00, 25.76, 1.03028, 0.0309096291, 1.94936, 5, 1584092275.0, 3046.0, 450.00, 70.00, 19.40, 20.20, 24.00
000302, 15.00, 45.00, 15.00, 30.71, 1.01514, 0.0332821816, 1.94936, 5, 1584092285.0, 3056.0, 450.00, 70.00, 19.40, 20.20, 24.00
000303, 15.00, 50.00, 15.00, 35.67, 0.99636, 0.0285131511, 1.94936, 5, 1584092294.0, 3065.0, 450.00, 70.00, 19.40, 20.20, 24.00
000304, 15.00, 55.00, 15.00, 40.64, 0.97725, 0.0525312633, 1.94936, 5, 1584092304.0, 3075.0, 450.00, 70.00, 19.40, 20.20, 24.00
000305, 15.00, 60.00, 15.00, 45.62, 0.95451, 0.0585599139, 1.94936, 5, 1584092313.0, 3084.0, 450.00, 70.00, 19.40, 20.20, 24.00
000306, 15.00, 65.00, 15.00, 50.60, 0.92317, 0.0689978162, 1.94936, 5, 1584092323.0, 3094.0, 450.00, 70.00, 19.40, 20.20, 24.00
000307, 15.00, 70.00, 15.00, 55.58, 0.88277, 0.0919564624, 1.94936, 5, 1584092333.0, 3104.0, 450.00, 70.00, 19.40, 20.20, 24.00
000308, 15.00, 75.00, 15.00, 60.56, 0.83317, 0.1329667590, 1.94936, 5, 1584092342.0, 3113.0, 450.00, 70.00, 19.40, 20.20, 24.00
000309, 15.00, 80.00, 15.00, 65.55, 0.75174, 0.1737297016, 1.94936, 5, 1584092352.0, 3123.0, 450.00, 70.00, 19.40, 20.20, 24.00
000310, 15.00, 80.00, 0.00, 65.00, 0.74448, 0.1870678659, 1.94936, 5, 1584092363.0, 3134.0, 450.00, 70.00, 19.40, 20.20, 24.00
000311, 15.00, 75.00, 0.00, 60.00, 0.82853, 0.0763500911, 1.94936, 5, 1584092372.0, 3143.0, 450.00, 70.00, 19.40, 20.20, 24.00
000312, 15.00, 70.00, 0.00, 55.00, 0.88067, 0.0505843566, 1.94936, 5, 1584092382.0, 3153.0, 450.00, 70.00, 19.40, 20.20, 24.00
000313, 15.00, 65.00, 0.00, 50.00, 0.92160, 0.0415303693, 1.94936, 5, 1584092391.0, 3162.0, 450.00, 70.00, 19.40, 20.20, 24.00
000314, 15.00, 60.00, 0.00, 45.00, 0.95352, 0.0737917043, 1.94936, 5, 1584092401.0, 3172.0, 450.00, 70.00, 19.40, 20.20, 24.00
000315, 15.00, 55.00, 0.00, 40.00, 0.97601, 0.0319224678, 1.94936, 5, 1584092410.0, 3181.0, 450.00, 70.00, 19.40, 20.20, 24.00
000316, 15.00, 50.00, 0.00, 35.00, 0.99728, 0.0472733039, 1.94936, 5, 1584092420.0, 3191.0, 450.00, 70.00, 19.40, 20.20, 24.00
000317, 15.00, 45.00, 0.00, 30.00, 1.01591, 0.0373408406, 1.94936, 5, 1584092429.0, 3200.0, 450.00, 70.00, 19.40, 20.20, 24.00
000318, 15.00, 40.00, 0.00, 25.00, 1.03068, 0.0376509390, 1.94936, 5, 1584092439.0, 3210.0, 450.00, 70.00, 19.40, 20.20, 24.00
000319, 15.00, 35.00, 0.00, 20.00, 1.04516, 0.0215336626, 1.94936, 5, 1584092448.0, 3219.0, 450.00, 70.00, 19.40, 20.20, 24.00
000320, 15.00, 30.00, 0.00, 15.00, 1.05940, 0.0260101769, 1.94936, 5, 1584092458.0, 3229.0, 450.00, 70.00, 19.40, 20.20, 24.00
000321, 15.00, 25.00, 0.00, 10.00, 1.07296, 0.0197985115, 1.94936, 5, 1584092467.0, 3238.0, 450.00, 70.00, 19.40, 20.20, 24.00
000322, 15.00, 20.00, 0.00, 5.00, 1.08719, 0.0271534517, 1.94936, 5, 1584092477.0, 3248.0, 450.00, 70.00, 19.40, 20.20, 24.00
000323, 15.00, 10.00, 0.00, 5.00, 1.09898, 0.0205052389, 1.94936, 5, 1584092496.0, 3267.0, 450.00, 70.00, 19.40, 20.20, 24.00
000324, 15.00, 5.00, 0.00, 10.00, 1.09576, 0.0359394360, 1.94936, 5, 1584092505.0, 3276.0, 450.00, 70.00, 19.40, 20.20, 24.00
000325, 15.00, 0.00, 0.00, 15.00, 1.09309, 0.0182123684, 1.94936, 5, 1584092515.0, 3286.0, 450.00, 70.00, 19.40, 20.20, 24.00
000326, 15.00, 5.00, 180.00, 20.00, 1.09383, 0.0218256649, 1.94936, 5, 1584092524.0, 3295.0, 450.00, 70.00, 19.40, 20.20, 24.00
