# 'counter', 'incidence', 'emission', 'azimuth', 'phase', 'reflectance_factor', 'standard_deviation', 'error_estimate', 'quality_flag', 'absolute_time', 'relative_time', 'bandpass_central', 'bandpass_FWHM', 'sample_temperature', 'air_temperature', 'air_humidity'
000516, 30.00, 20.00, 15.00, 11.77, 1.06295, 0.0205655701, 1.94936, 5, 1584094397.0, 5168.0, 450.00, 70.00, 19.40, 20.20, 23.00
000517, 30.00, 25.00, 15.00, 8.51, 1.05860, 0.0350961066, 1.94936, 5, 1584094407.0, 5178.0, 450.00, 70.00, 19.40, 20.20, 23.00
000518, 30.00, 30.00, 15.00, 7.48, 1.05139, 0.0230689464, 1.94936, 5, 1584094416.0, 5187.0, 450.00, 70.00, 19.40, 20.20, 23.00
000519, 30.00, 35.00, 15.00, 9.45, 1.03926, 0.0206090160, 1.94936, 5, 1584094426.0, 5197.0, 450.00, 70.00, 19.40, 20.20, 23.00
000520, 30.00, 40.00, 15.00, 13.13, 1.02601, 0.0329839732, 1.94936, 5, 1584094435.0, 5206.0, 450.00, 70.00, 19.40, 20.20, 23.00
000521, 30.00, 45.00, 15.00, 17.47, 1.01065, 0.0369960097, 1.94936, 5, 1584094445.0, 5216.0, 450.00, 70.00, 19.40, 20.30, 23.00
000522, 30.00, 50.00, 15.00, 22.08, 0.99231, 0.0388999292, 1.94936, 5, 1584094454.0, 5225.0, 450.00, 70.00, 19.40, 20.20, 23.00
000523, 30.00, 55.00, 15.00, 26.83, 0.97169, 0.0374680921, 1.94936, 5, 1584094464.0, 5235.0, 450.00, 70.00, 19.40, 20.20, 23.00
000524, 30.00, 60.00, 15.00, 31.65, 0.94961, 0.0233701585, 1.94936, 5, 1584094473.0, 5244.0, 450.00, 70.00, 19.40, 20.20, 23.00
000525, 30.00, 65.00, 15.00, 36.51, 0.91862, 0.0740288631, 1.94936, 5, 1584094483.0, 5254.0, 450.00, 70.00, 19.40, 20.20, 23.00
000526, 30.00, 70.00, 15.00, 41.41, 0.88044, 0.0755928364, 1.94936, 5, 1584094492.0, 5263.0, 450.00, 70.00, 19.40, 20.30, 23.00
000527, 30.00, 75.00, 15.00, 46.32, 0.82969, 0.1060035095, 1.94936, 5, 1584094502.0, 5273.0, 450.00, 70.00, 19.40, 20.20, 23.00
000528, 30.00, 80.00, 15.00, 51.24, 0.75004, 0.1823955081, 1.94936, 5, 1584094511.0, 5282.0, 450.00, 70.00, 19.40, 20.20, 23.00
000529, 30.00, 80.00, 0.00, 50.00, 0.74486, 0.1556465112, 1.94936, 5, 1584094523.0, 5294.0, 450.00, 70.00, 19.40, 20.20, 23.00
000530, 30.00, 75.00, 0.00, 45.00, 0.82484, 0.1823055884, 1.94936, 5, 1584094532.0, 5303.0, 450.00, 70.00, 19.40, 20.20, 23.00
000531, 30.00, 70.00, 0.00, 40.00, 0.87661, 0.0745003135, 1.94936, 5, 1584094542.0, 5313.0, 450.00, 70.00, 19.40, 20.20, 23.00
000532, 30.00, 65.00, 0.00, 35.00, 0.91681, 0.0775534678, 1.94936, 5, 1584094551.0, 5322.0, 450.00, 70.00, 19.40, 20.20, 23.00
000533, 30.00, 60.00, 0.00, 30.00, 0.94934, 0.0631246453, 1.94936, 5, 1584094561.0, 5332.0, 450.00, 70.00, 19.40, 20.20, 23.00
000534, 30.00, 55.00, 0.00, 25.00, 0.97136, 0.0603336900, 1.94936, 5, 1584094570.0, 5341.0, 450.00, 70.00, 19.40, 20.20, 23.00
000535, 30.00, 50.00, 0.00, 20.00, 0.99351, 0.0352900142, 1.94936, 5, 1584094580.0, 5351.0, 450.00, 70.00, 19.40, 20.20, 23.00
000536, 30.00, 45.00, 0.00, 15.00, 1.01310, 0.0221325685, 1.94936, 5, 1584094589.0, 5360.0, 450.00, 70.00, 19.40, 20.30, 23.00
000537, 30.00, 40.00, 0.00, 10.00, 1.02890, 0.0371645698, 1.94936, 5, 1584094599.0, 5370.0, 450.00, 70.00, 19.40, 20.20, 23.00
000538, 30.00, 35.00, 0.00, 5.00, 1.04770, 0.0255879411, 1.94936, 5, 1584094608.0, 5379.0, 450.00, 70.00, 19.40, 20.20, 23.00
000539, 30.00, 25.00, 0.00, 5.00, 1.06692, 0.0317741837, 1.94936, 5, 1584094627.0, 5398.0, 450.00, 70.00, 19.40, 20.30, 23.00
000540, 30.00, 20.00, 0.00, 10.00, 1.06679, 0.0238049907, 1.94936, 5, 1584094637.0, 5408.0, 450.00, 70.00, 19.40, 20.30, 23.00
000541, 30.00, 15.00, 0.00, 15.00, 1.06907, 0.0225825750, 1.94936, 5, 1584094646.0, 5417.0, 450.00, 70.00, 19.40, 20.20, 23.00
000542, 30.00, 10.00, 0.00, 20.00, 1.07174, 0.0245854989, 1.94936, 5, 1584094655.0, 5426.0, 450.00, 70.00, 19.40, 20.30, 23.00
000543, 30.00, 5.00, 0.00, 25.00, 1.07335, 0.0255954629, 1.94936, 5, 1584094665.0, 5436.0, 450.00, 70.00, 19.40, 20.30, 23.00
000544, 30.00, 0.00, 0.00, 30.00, 1.07340, 0.0197102180, 1.94936, 5, 1584094674.0, 5445.0, 450.00, 70.00, 19.40, 20.20, 23.00
000545, 30.00, 5.00, 180.00, 35.00, 1.07702, 0.0339747027, 1.94936, 5, 1584094684.0, 5455.0, 450.00, 70.00, 19.40, 20.30, 23.00
000546, 30.00, 10.00, 180.00, 40.00, 1.07999, 0.0248352829, 1.94936, 5, 1584094693.0, 5464.0, 450.00, 70.00, 19.40, 20.20, 23.00
000547, 30.00, 15.00, 180.00, 45.00, 1.08131, 0.0257505304, 1.94936, 5, 1584094703.0, 5474.0, 450.00, 70.00, 19.40, 20.30, 23.00
000548, 30.00, 20.00, 180.00, 50.00, 1.08158, 0.0440251524, 1.94936, 5, 1584094712.0, 5483.0, 450.00, 70.00, 19.40, 20.20, 23.00
000549, 30.00, 25.00, 180.00, 55.00, 1.08183, 0.0254377309, 1.94936, 5, 1584094722.0, 5493.0, 450.00, 70.00, 19.40, 20.30, 23.00
000550, 30.00, 30.00, 180.00, 60.00, 1.08131, 0.0350720186, 1.94936, 5, 1584094731.0, 5502.0, 450.00, 70.00, 19.40, 20.20, 23.00
000551, 30.00, 35.00, 180.00, 65.00, 1.07997, 0.0230784822, 1.94936, 5, 1584094741.0, 5512.0, 450.00, 70.00, 19.40, 20.20, 23.00
000552, 30.00, 40.00, 180.00, 70.00, 1.07811, 0.0538998807, 1.94936, 5, 1584094750.0, 5521.0, 450.00, 70.00, 19.40, 20.30, 23.00
000553, 30.00, 45.00, 180.00, 75.00, 1.07298, 0.0463449703, 1.94936, 5, 1584094760.0, 5531.0, 450.00, 70.00, 19.40, 20.20, 23.00
000554, 30.00, 50.00, 180.00, 80.00, 1.06896, 0.0292991641, 1.94936, 5, 1584094769.0, 5540.0, 450.00, 70.00, 19.40, 20.30, 23.00
000555, 30.00, 55.00, 180.00, 85.00, 1.06300, 0.0343001752, 1.94936, 5, 1584094779.0, 5550.0, 450.00, 70.00, 19.40, 20.20, 23.00
000556, 30.00, 60.00, 180.00, 90.00, 1.05120, 0.0639189699, 1.94936, 5, 1584094789.0, 5560.0, 450.00, 70.00, 19.40, 20.20, 23.00
000557, 30.00, 65.00, 180.00, 95.00, 1.03615, 0.0705435354, 1.94936, 5, 1584094798.0, 5569.0, 450.00, 70.00, 19.40, 20.20, 23.00
000558, 30.00, 70.00, 180.00, 100.00, 1.01801, 0.0528495863, 1.94936, 5, 1584094808.0, 5579.0, 450.00, 70.00, 19.40, 20.20, 23.00
000559, 30.00, 75.00, 180.00, 105.00, 0.98326, 0.1818049772, 1.94936, 5, 1584094817.0, 5588.0, 450.00, 70.00, 19.40, 20.20, 23.00
000560, 30.00, 80.00, 180.00, 110.00, 0.91547, 0.1105946762, 1.94936, 5, 1584094827.0, 5598.0, 450.00, 70.00, 19.40, 20.30, 23.00
000561, 30.00, 80.00, 165.00, 108.98, 0.89637, 0.0810210181, 1.94936, 5, 1584094838.0, 5609.0, 450.00, 70.00, 19.40, 20.30, 23.00
000562, 30.00, 75.00, 165.00, 104.03, 0.96116, 0.0681354345, 1.94936, 5, 1584094847.0, 5618.0, 450.00, 70.00, 19.40, 20.20, 23.00
000563, 30.00, 70.00, 165.00, 99.07, 1.00079, 0.0495190231, 1.94936, 5, 1584094857.0, 5628.0, 450.00, 70.00, 19.40, 20.30, 23.00
000564, 30.00, 65.00, 165.00, 94.11, 1.02090, 0.0621714008, 1.94936, 5, 1584094866.0, 5637.0, 450.00, 70.00, 19.40, 20.30, 23.00
000565, 30.00, 60.00, 165.00, 89.15, 1.03912, 0.0577117174, 1.94936, 5, 1584094876.0, 5647.0, 450.00, 70.00, 19.40, 20.30, 23.00
000566, 30.00, 55.00, 165.00, 84.20, 1.05143, 0.0340620029, 1.94936, 5, 1584094885.0, 5656.0, 450.00, 70.00, 19.40, 20.30, 23.00
000567, 30.00, 50.00, 165.00, 79.24, 1.05808, 0.0699370566, 1.94936, 5, 1584094895.0, 5666.0, 450.00, 70.00, 19.40, 20.30, 23.00
000568, 30.00, 45.00, 165.00, 74.28, 1.06538, 0.0264261276, 1.94936, 5, 1584094905.0, 5676.0, 450.00, 70.00, 19.40, 20.30, 23.00
000569, 30.00, 40.00, 165.00, 69.33, 1.07066, 0.0250457148, 1.94936, 5, 1584094914.0, 5685.0, 450.00, 70.00, 19.40, 20.30, 23.00
000570, 30.00, 35.00, 165.00, 64.38, 1.07401, 0.0277285660, 1.94936, 5, 1584094923.0, 5694.0, 450.00, 70.00, 19.40, 20.30, 23.00
000571, 30.00, 30.00, 165.00, 59.43, 1.07537, 0.0224559305, 1.94936, 5, 1584094933.0, 5704.0, 450.00, 70.00, 19.40, 20.20, 23.00
000572, 30.00, 25.00, 165.00, 54.49, 1.07711, 0.0289103700, 1.94936, 5, 1584094942.0, 5713.0, 450.00, 70.00, 19.40, 20.30, 23.00
000573, 30.00, 20.00, 165.00, 49.56, 1.07768, 0.0300076222, 1.94936, 5, 1584094952.0, 5723.0, 450.00, 70.00, 19.40, 20.20, 23.00
000574, 30.00, 15.00, 165.00, 44.64, 1.07831, 0.0347259311, 1.94936, 5, 1584094961.0, 5732.0, 450.00, 70.00, 19.40, 20.20, 23.00
000575, 30.00, 10.00, 165.00, 39.74, 1.07900, 0.0227588316, 1.94936, 5, 1584094971.0, 5742.0, 450.00, 70.00, 19.40, 20.20, 23.00
000576, 30.00, 5.00, 165.00, 34.85, 1.07652, 0.0295689273, 1.94936, 5, 1584094980.0, 5751.0, 450.00, 70.00, 19.40, 20.30, 23.00
000577, 30.00, 0.00, 165.00, 30.00, 1.07383, 0.0307297109, 1.94936, 5, 1584094990.0, 5761.0, 450.00, 70.00, 19.40, 20.20, 23.00
000578, 30.00, 0.00, 150.00, 30.00, 1.07477, 0.0297290594, 1.94936, 5, 1584095001.0, 5772.0, 450.00, 70.00, 19.40, 20.30, 23.00
000579, 30.00, 5.00, 150.00, 34.41, 1.07673, 0.0170573146, 1.94936, 5, 1584095010.0, 5781.0, 450.00, 70.00, 19.40, 20.30, 23.00
000580, 30.00, 10.00, 150.00, 38.95, 1.07805, 0.0192306324, 1.94936, 5, 1584095020.0, 5791.0, 450.00, 70.00, 19.40, 20.20, 23.00
000581, 30.00, 15.00, 150.00, 43.58, 1.07676, 0.0318577034, 1.94936, 5, 1584095029.0, 5800.0, 450.00, 70.00, 19.40, 20.30, 23.00
000582, 30.00, 20.00, 150.00, 48.26, 1.07454, 0.0267541369, 1.94936, 5, 1584095039.0, 5810.0, 450.00, 70.00, 19.40, 20.30, 23.00
000583, 30.00, 25.00, 150.00, 52.99, 1.07183, 0.0166923009, 1.94936, 5, 1584095048.0, 5819.0, 450.00, 70.00, 19.40, 20.20, 23.00
000584, 30.00, 30.00, 150.00, 57.76, 1.06829, 0.0210603860, 1.94936, 5, 1584095058.0, 5829.0, 450.00, 70.00, 19.40, 20.30, 23.00
000585, 30.00, 35.00, 150.00, 62.55, 1.06396, 0.0239954589, 1.94936, 5, 1584095067.0, 5838.0, 450.00, 70.00, 19.40, 20.30, 23.00
000586, 30.00, 40.00, 150.00, 67.35, 1.05901, 0.0312468126, 1.94936, 5, 1584095077.0, 5848.0, 450.00, 70.00, 19.40, 20.30, 23.00
000587, 30.00, 45.00, 150.00, 72.17, 1.05203, 0.0169526668, 1.94936, 5, 1584095087.0, 5858.0, 450.00, 70.00, 19.40, 20.20, 23.00
000588, 30.00, 50.00, 150.00, 77.00, 1.04393, 0.0676990131, 1.94936, 5, 1584095096.0, 5867.0, 450.00, 70.00, 19.40, 20.20, 23.00
000589, 30.00, 55.00, 150.00, 81.83, 1.03549, 0.0491346912, 1.94936, 5, 1584095106.0, 5877.0, 450.00, 70.00, 19.40, 20.20, 23.00
000590, 30.00, 60.00, 150.00, 86.67, 1.02005, 0.0589582238, 1.94936, 5, 1584095115.0, 5886.0, 450.00, 70.00, 19.40, 20.20, 23.00
000591, 30.00, 65.00, 150.00, 91.52, 1.00239, 0.0738933591, 1.94936, 5, 1584095125.0, 5896.0, 450.00, 70.00, 19.40, 20.20, 23.00
000592, 30.00, 70.00, 150.00, 96.36, 0.97864, 0.1017872371, 1.94936, 5, 1584095134.0, 5905.0, 450.00, 70.00, 19.40, 20.20, 23.00
000593, 30.00, 75.00, 150.00, 101.19, 0.93854, 0.0674009618, 1.94936, 5, 1584095144.0, 5915.0, 450.00, 70.00, 19.40, 20.30, 23.00
000594, 30.00, 80.00, 150.00, 106.02, 0.86754, 0.1983296641, 1.94936, 5, 1584095153.0, 5924.0, 450.00, 70.00, 19.40, 20.20, 23.00
000595, 30.00, 80.00, 135.00, 101.41, 0.83910, 0.2362612180, 1.94936, 5, 1584095164.0, 5935.0, 450.00, 70.00, 19.40, 20.30, 23.00
000596, 30.00, 75.00, 135.00, 96.74, 0.90690, 0.1450670306, 1.94936, 5, 1584095174.0, 5945.0, 450.00, 70.00, 19.40, 20.30, 23.00
000597, 30.00, 70.00, 135.00, 92.07, 0.95251, 0.0948215372, 1.94936, 5, 1584095183.0, 5954.0, 450.00, 70.00, 19.40, 20.20, 23.00
000598, 30.00, 65.00, 135.00, 87.39, 0.97779, 0.1001735742, 1.94936, 5, 1584095193.0, 5964.0, 450.00, 70.00, 19.40, 20.30, 23.00
000599, 30.00, 60.00, 135.00, 82.71, 1.00118, 0.0605361213, 1.94936, 5, 1584095202.0, 5973.0, 450.00, 70.00, 19.40, 20.30, 23.00
000600, 30.00, 55.00, 135.00, 78.05, 1.01869, 0.0313133457, 1.94936, 5, 1584095212.0, 5983.0, 450.00, 70.00, 19.40, 20.20, 23.00
000601, 30.00, 50.00, 135.00, 73.39, 1.02925, 0.0349140300, 1.94936, 5, 1584095221.0, 5992.0, 450.00, 70.00, 19.40, 20.30, 23.00
000602, 30.00, 45.00, 135.00, 68.75, 1.03956, 0.0497088628, 1.94936, 5, 1584095231.0, 6002.0, 450.00, 70.00, 19.40, 20.30, 23.00
000603, 30.00, 40.00, 135.00, 64.14, 1.04897, 0.0310060039, 1.94936, 5, 1584095240.0, 6011.0, 450.00, 70.00, 19.40, 20.20, 23.00
000604, 30.00, 35.00, 135.00, 59.56, 1.05453, 0.0427851036, 1.94936, 5, 1584095250.0, 6021.0, 450.00, 70.00, 19.40, 20.30, 23.00
000605, 30.00, 30.00, 135.00, 55.02, 1.06093, 0.0150458598, 1.94936, 5, 1584095259.0, 6030.0, 450.00, 70.00, 19.40, 20.30, 23.00
000606, 30.00, 25.00, 135.00, 50.55, 1.06552, 0.0457220328, 1.94936, 5, 1584095269.0, 6040.0, 450.00, 70.00, 19.40, 20.30, 23.00
000607, 30.00, 20.00, 135.00, 46.14, 1.06946, 0.0432945812, 1.94936, 5, 1584095278.0, 6049.0, 450.00, 70.00, 19.40, 20.30, 23.00
000608, 30.00, 15.00, 135.00, 41.84, 1.07300, 0.0129750124, 1.94936, 5, 1584095288.0, 6059.0, 450.00, 70.00, 19.40, 20.30, 23.00
000609, 30.00, 10.00, 135.00, 37.68, 1.07667, 0.0186534037, 1.94936, 5, 1584095297.0, 6068.0, 450.00, 70.00, 19.40, 20.30, 23.00
000610, 30.00, 5.00, 135.00, 33.70, 1.07600, 0.0110305513, 1.94936, 5, 1584095307.0, 6078.0, 450.00, 70.00, 19.40, 20.20, 23.00
000611, 30.00, 0.00, 135.00, 30.00, 1.07502, 0.0221980822, 1.94936, 5, 1584095316.0, 6087.0, 450.00, 70.00, 19.40, 20.20, 23.00
000612, 30.00, 0.00, 120.00, 30.00, 1.07596, 0.0282625945, 1.94936, 5, 1584095327.0, 6098.0, 450.00, 70.00, 19.40, 20.30, 23.00
000613, 30.00, 5.00, 120.00, 32.76, 1.07597, 0.0303292270, 1.94936, 5, 1584095337.0, 6108.0, 450.00, 70.00, 19.40, 20.20, 23.00
000614, 30.00, 10.00, 120.00, 35.96, 1.07575, 0.0355353469, 1.94936, 5, 1584095347.0, 6118.0, 450.00, 70.00, 19.40, 20.20, 23.00
000615, 30.00, 15.00, 120.00, 39.48, 1.07238, 0.0255005331, 1.94936, 5, 1584095356.0, 6127.0, 450.00, 70.00, 19.40, 20.20, 23.00
000616, 30.00, 20.00, 120.00, 43.26, 1.06751, 0.0335668099, 1.94936, 5, 1584095366.0, 6137.0, 450.00, 70.00, 19.40, 20.30, 23.00
000617, 30.00, 25.00, 120.00, 47.22, 1.06187, 0.0356156792, 1.94936, 5, 1584095375.0, 6146.0, 450.00, 70.00, 19.40, 20.20, 23.00
000618, 30.00, 30.00, 120.00, 51.32, 1.05445, 0.0277591424, 1.94936, 5, 1584095385.0, 6156.0, 450.00, 70.00, 19.40, 20.20, 23.00
000619, 30.00, 35.00, 120.00, 55.53, 1.04752, 0.0227070142, 1.94936, 5, 1584095394.0, 6165.0, 450.00, 70.00, 19.40, 20.30, 23.00
000620, 30.00, 40.00, 120.00, 59.82, 1.03920, 0.0111109921, 1.94936, 5, 1584095404.0, 6175.0, 450.00, 70.00, 19.40, 20.30, 23.00
000621, 30.00, 45.00, 120.00, 64.18, 1.02964, 0.0495811892, 1.94936, 5, 1584095413.0, 6184.0, 450.00, 70.00, 19.40, 20.20, 23.00
000622, 30.00, 50.00, 120.00, 68.58, 1.01840, 0.0369436291, 1.94936, 5, 1584095423.0, 6194.0, 450.00, 70.00, 19.40, 20.30, 23.00
000623, 30.00, 55.00, 120.00, 73.03, 1.00534, 0.0541788174, 1.94936, 5, 1584095432.0, 6203.0, 450.00, 70.00, 19.40, 20.20, 23.00
000624, 30.00, 60.00, 120.00, 77.50, 0.98594, 0.0416695930, 1.94936, 5, 1584095442.0, 6213.0, 450.00, 70.00, 19.40, 20.30, 23.00
000625, 30.00, 65.00, 120.00, 81.99, 0.96415, 0.1375451572, 1.94936, 5, 1584095451.0, 6222.0, 450.00, 70.00, 19.40, 20.20, 23.00
000626, 30.00, 70.00, 120.00, 86.49, 0.93582, 0.0648584770, 1.94936, 5, 1584095461.0, 6232.0, 450.00, 70.00, 19.50, 20.30, 23.00
000627, 30.00, 75.00, 120.00, 90.99, 0.88980, 0.1148032213, 1.94936, 5, 1584095471.0, 6242.0, 450.00, 70.00, 19.40, 20.30, 23.00
000628, 30.00, 80.00, 120.00, 95.50, 0.81497, 0.2352262877, 1.94936, 5, 1584095480.0, 6251.0, 450.00, 70.00, 19.40, 20.30, 23.00
000629, 30.00, 80.00, 105.00, 88.69, 0.79723, 0.1723765339, 1.94936, 5, 1584095491.0, 6262.0, 450.00, 70.00, 19.40, 20.30, 23.00
000630, 30.00, 75.00, 105.00, 84.31, 0.86735, 0.0896800970, 1.94936, 5, 1584095501.0, 6272.0, 450.00, 70.00, 19.40, 20.30, 23.00
000631, 30.00, 70.00, 105.00, 79.95, 0.91705, 0.0516982165, 1.94936, 5, 1584095510.0, 6281.0, 450.00, 70.00, 19.40, 20.30, 23.00
000632, 30.00, 65.00, 105.00, 75.60, 0.94748, 0.0839484237, 1.94936, 5, 1584095520.0, 6291.0, 450.00, 70.00, 19.40, 20.30, 23.00
000633, 30.00, 60.00, 105.00, 71.28, 0.97312, 0.0466098373, 1.94936, 5, 1584095529.0, 6300.0, 450.00, 70.00, 19.40, 20.30, 23.00
000634, 30.00, 55.00, 105.00, 67.00, 0.99413, 0.0521337256, 1.94936, 5, 1584095539.0, 6310.0, 450.00, 70.00, 19.40, 20.30, 23.00
000635, 30.00, 50.00, 105.00, 62.77, 1.00881, 0.0290147189, 1.94936, 5, 1584095548.0, 6319.0, 450.00, 70.00, 19.40, 20.30, 23.00
000636, 30.00, 45.00, 105.00, 58.61, 1.02149, 0.0317091024, 1.94936, 5, 1584095558.0, 6329.0, 450.00, 70.00, 19.40, 20.30, 23.00
000637, 30.00, 40.00, 105.00, 54.53, 1.03367, 0.0594705957, 1.94936, 5, 1584095567.0, 6338.0, 450.00, 70.00, 19.40, 20.30, 23.00
000638, 30.00, 35.00, 105.00, 50.57, 1.04199, 0.0344973994, 1.94936, 5, 1584095577.0, 6348.0, 450.00, 70.00, 19.40, 20.30, 23.00
000639, 30.00, 30.00, 105.00, 46.74, 1.04965, 0.0306187071, 1.94936, 5, 1584095586.0, 6357.0, 450.00, 70.00, 19.40, 20.30, 23.00
000640, 30.00, 25.00, 105.00, 43.10, 1.05740, 0.0224222004, 1.94936, 5, 1584095596.0, 6367.0, 450.00, 70.00, 19.40, 20.30, 23.00
000641, 30.00, 20.00, 105.00, 39.69, 1.06309, 0.0413284951, 1.94936, 5, 1584095605.0, 6376.0, 450.00, 70.00, 19.40, 20.30, 23.00
000642, 30.00, 15.00, 105.00, 36.58, 1.06924, 0.0156617142, 1.94936, 5, 1584095615.0, 6386.0, 450.00, 70.00, 19.50, 20.20, 23.00
000643, 30.00, 10.00, 105.00, 33.86, 1.07428, 0.0338681225, 1.94936, 5, 1584095624.0, 6395.0, 450.00, 70.00, 19.50, 20.30, 23.00
000644, 30.00, 5.00, 105.00, 31.63, 1.07639, 0.0245655574, 1.94936, 5, 1584095634.0, 6405.0, 450.00, 70.00, 19.40, 20.20, 23.00
000645, 30.00, 0.00, 105.00, 30.00, 0.70185, 0.0306585126, 1.94936, 5, 1584095643.0, 6414.0, 450.00, 70.00, 19.40, 20.30, 23.00
000646, 45.00, 80.00, 90.00, 82.95, 0.81374, 0.2692972933, 1.94936, 5, 1584095704.0, 6475.0, 450.00, 70.00, 19.40, 20.20, 23.00
000647, 45.00, 75.00, 90.00, 79.45, 0.87616, 0.0788063845, 1.94936, 5, 1584095713.0, 6484.0, 450.00, 70.00, 19.40, 20.20, 23.00
000648, 45.00, 70.00, 90.00, 76.00, 0.91301, 0.0880179433, 1.94936, 5, 1584095723.0, 6494.0, 450.00, 70.00, 19.40, 20.20, 23.00
000649, 45.00, 65.00, 90.00, 72.61, 0.94226, 0.0521305281, 1.94936, 5, 1584095732.0, 6503.0, 450.00, 70.00, 19.40, 20.20, 23.00
000650, 45.00, 60.00, 90.00, 69.30, 0.96324, 0.0423260750, 1.94936, 5, 1584095742.0, 6513.0, 450.00, 70.00, 19.40, 20.20, 23.00
000651, 45.00, 55.00, 90.00, 66.07, 0.97668, 0.0886058344, 1.94936, 5, 1584095751.0, 6522.0, 450.00, 70.00, 19.40, 20.20, 23.00
000652, 45.00, 50.00, 90.00, 62.97, 0.98972, 0.0491083504, 1.94936, 5, 1584095761.0, 6532.0, 450.00, 70.00, 19.40, 20.20, 23.00
000653, 45.00, 45.00, 90.00, 60.00, 1.00108, 0.0504915935, 1.94936, 5, 1584095770.0, 6541.0, 450.00, 70.00, 19.40, 20.20, 23.00
000654, 45.00, 40.00, 90.00, 57.20, 1.00786, 0.0310822304, 1.94936, 5, 1584095780.0, 6551.0, 450.00, 70.00, 19.40, 20.20, 23.00
000655, 45.00, 35.00, 90.00, 54.60, 1.01535, 0.0334642060, 1.94936, 5, 1584095789.0, 6560.0, 450.00, 70.00, 19.40, 20.20, 23.00
000656, 45.00, 30.00, 90.00, 52.24, 1.02245, 0.0305086867, 1.94936, 5, 1584095799.0, 6570.0, 450.00, 70.00, 19.40, 20.20, 23.00
000657, 45.00, 25.00, 90.00, 50.14, 1.02797, 0.0498388264, 1.94936, 5, 1584095808.0, 6579.0, 450.00, 70.00, 19.40, 20.20, 23.00
000658, 45.00, 20.00, 90.00, 48.36, 1.03184, 0.0412785997, 1.94936, 5, 1584095818.0, 6589.0, 450.00, 70.00, 19.40, 20.20, 23.00
000659, 45.00, 15.00, 90.00, 46.92, 1.03607, 0.0272770103, 1.94936, 5, 1584095827.0, 6598.0, 450.00, 70.00, 19.40, 20.30, 23.00
000660, 45.00, 10.00, 90.00, 45.86, 1.03880, 0.0308382200, 1.94936, 5, 1584095837.0, 6608.0, 450.00, 70.00, 19.40, 20.20, 23.00
000661, 45.00, 5.00, 90.00, 45.22, 1.03992, 0.0300578651, 1.94936, 5, 1584095846.0, 6617.0, 450.00, 70.00, 19.40, 20.30, 23.00
000662, 45.00, 0.00, 90.00, 45.00, 1.03985, 0.0227413067, 1.94936, 5, 1584095856.0, 6627.0, 450.00, 70.00, 19.40, 20.20, 23.00
000663, 45.00, 0.00, 75.00, 45.00, 1.03964, 0.0253136166, 1.94936, 5, 1584095867.0, 6638.0, 450.00, 70.00, 19.40, 20.20, 23.00
000664, 45.00, 5.00, 75.00, 43.92, 1.03910, 0.0352822975, 1.94936, 5, 1584095876.0, 6647.0, 450.00, 70.00, 19.40, 20.30, 23.00
000665, 45.00, 10.00, 75.00, 43.27, 1.03711, 0.0333386530, 1.94936, 5, 1584095886.0, 6657.0, 450.00, 70.00, 19.40, 20.20, 23.00
000666, 45.00, 15.00, 75.00, 43.08, 1.03392, 0.0462027164, 1.94936, 5, 1584095895.0, 6666.0, 450.00, 70.00, 19.40, 20.20, 23.00
000667, 45.00, 20.00, 75.00, 43.36, 1.02930, 0.0274348153, 1.94936, 5, 1584095905.0, 6676.0, 450.00, 70.00, 19.40, 20.20, 23.00
000668, 45.00, 25.00, 75.00, 44.09, 1.02437, 0.0556340888, 1.94936, 5, 1584095914.0, 6685.0, 450.00, 70.00, 19.40, 20.20, 23.00
000669, 45.00, 30.00, 75.00, 45.26, 1.01825, 0.0322093168, 1.94936, 5, 1584095924.0, 6695.0, 450.00, 70.00, 19.40, 20.20, 23.00
000670, 45.00, 35.00, 75.00, 46.83, 1.00969, 0.0376487461, 1.94936, 5, 1584095933.0, 6704.0, 450.00, 70.00, 19.40, 20.20, 23.00
000671, 45.00, 40.00, 75.00, 48.75, 1.00166, 0.0330358063, 1.94936, 5, 1584095943.0, 6714.0, 450.00, 70.00, 19.40, 20.20, 23.00
000672, 45.00, 45.00, 75.00, 50.99, 0.99362, 0.0330732534, 1.94936, 5, 1584095952.0, 6723.0, 450.00, 70.00, 19.40, 20.20, 23.00
000673, 45.00, 50.00, 75.00, 53.51, 0.98028, 0.0482607225, 1.94936, 5, 1584095962.0, 6733.0, 450.00, 70.00, 19.40, 20.20, 23.00
000674, 45.00, 55.00, 75.00, 56.26, 0.96730, 0.0242382349, 1.94936, 5, 1584095971.0, 6742.0, 450.00, 70.00, 19.40, 20.20, 23.00
000675, 45.00, 60.00, 75.00, 59.20, 0.95198, 0.0629944839, 1.94936, 5, 1584095981.0, 6752.0, 450.00, 70.00, 19.40, 20.20, 23.00
000676, 45.00, 65.00, 75.00, 62.31, 0.92948, 0.0792708948, 1.94936, 5, 1584095990.0, 6761.0, 450.00, 70.00, 19.40, 20.30, 23.00
000677, 45.00, 70.00, 75.00, 65.55, 0.89861, 0.0604359878, 1.94936, 5, 1584096000.0, 6771.0, 450.00, 70.00, 19.40, 20.20, 23.00
000678, 45.00, 75.00, 75.00, 68.91, 0.85938, 0.1700946733, 1.94936, 5, 1584096009.0, 6780.0, 450.00, 70.00, 19.40, 20.20, 23.00
